,pmid,author,year,title,journal,citedByNof1000
1762,24506432,Schmidt,2015,Group I metabotropic glutamate receptor-mediated activation of PKC gamma in the nucleus accumbens core promotes the reinstatement of cocaine seeking.,Addiction biology,4.0
2527,21270784,Maia,2011,From reinforcement learning models to psychiatric and neurological disorders.,Nature neuroscience,4.0
2524,23628212,Lenz,2014,Optogenetic insights into striatal function and behavior.,Behavioural brain research,4.0
1775,22496525,Wakabayashi,2012,Rapid changes in extracellular glutamate induced by natural arousing stimuli and intravenous cocaine in the nucleus accumbens shell and core.,Journal of neurophysiology,4.0
2512,18855799,Heinz,2009,Identifying the neural circuitry of alcohol craving and relapse vulnerability.,Addiction biology,4.0
2507,6798603,de Wit,1982,Reinstatement of cocaine-reinforced responding in the rat.,Psychopharmacology,4.0
2502,18753374,Vassoler,2008,Deep brain stimulation of the nucleus accumbens shell attenuates cocaine priming-induced reinstatement of drug seeking in rats.,The Journal of neuroscience : the official journal of the Society for Neuroscience,4.0
3531,26063926,Wright,2015,Methyl supplementation attenuates cocaine-seeking behaviors and cocaine-induced c-Fos activation in a DNA methylation-dependent manner.,The Journal of neuroscience : the official journal of the Society for Neuroscience,4.0
3532,24721195,Carnicella,2015,Intermittent ethanol access schedule in rats as a preclinical model of alcohol abuse.,"Alcohol (Fayetteville, N.Y.)",4.0
1789,20371237,Olive,2010,Cognitive effects of Group I metabotropic glutamate receptor ligands in the context of drug addiction.,European journal of pharmacology,4.0
2481,7623116,Haber,1995,The orbital and medial prefrontal circuit through the primate basal ganglia.,The Journal of neuroscience : the official journal of the Society for Neuroscience,4.0
1795,19157986,Knackstedt,2009,Glutamate and reinstatement.,Current opinion in pharmacology,4.0
2461,16553624,Ward,2006,Mu-opioid receptor cellular function in the nucleus accumbens is essential for hedonically driven eating.,The European journal of neuroscience,4.0
2450,20654704,Shin,2011,Reversible suppression of food reward behavior by chronic mu-opioid receptor antagonism in the nucleus accumbens.,Neuroscience,4.0
2449,21543633,Katsuura,2011,mu-Opioid receptor stimulation in the nucleus accumbens elevates fatty tastant intake by increasing palatability and suppressing satiety signals.,"American journal of physiology. Regulatory, integrative and comparative physiology",4.0
3568,2572241,Totterdell,1989,Convergence of hippocampal and dopaminergic input onto identified neurons in the nucleus accumbens of the rat.,Journal of chemical neuroanatomy,4.0
1801,18294632,Glass,2008,Chronic administration of morphine is associated with a decrease in surface AMPA GluR1 receptor subunit in dopamine D1 receptor expressing neurons in the shell and non-D1 receptor expressing neurons in the core of the rat nucleus accumbens.,Experimental neurology,4.0
3570,18248891,Schilman,2008,The orbital cortex in rats topographically projects to central parts of the caudate-putamen complex.,Neuroscience letters,4.0
2428,11348590,Shi,2001,Subunit-specific rules governing AMPA receptor trafficking to synapses in hippocampal pyramidal neurons.,Cell,4.0
1744,20649561,Kilkenny,2010,Animal research: reporting in vivo experiments: the ARRIVE guidelines.,British journal of pharmacology,4.0
2543,24595501,Shi,2015,Reactivation of cocaine reward memory engages the Akt/GSK3/mTOR signaling pathway and can be disrupted by GSK3 inhibition.,Psychopharmacology,4.0
2552,21677641,Autry,2011,NMDA receptor blockade at rest triggers rapid behavioural antidepressant responses.,Nature,4.0
2602,19046384,Steffensen,2009,Cocaine disinhibits dopamine neurons in the ventral tegmental area via use-dependent blockade of GABA neuron voltage-sensitive sodium channels.,The European journal of neuroscience,4.0
2656,22090502,Ibáñez-Sandoval,2012,A novel functionally distinct subtype of striatal neuropeptide Y interneuron.,The Journal of neuroscience : the official journal of the Society for Neuroscience,4.0
1666,20416052,Schultz,2010,Dopamine signals for reward value and risk: basic and recent data.,Behavioral and brain functions : BBF,4.0
2648,9871940,Tzschentke,1999,"Measuring reward with the conditioned place preference paradigm: a comprehensive review of drug effects, recent progress and new issues.",Progress in neurobiology,4.0
3445,23403696,Bauer,2014,Craving in alcohol-dependent patients after detoxification is related to glutamatergic dysfunction in the nucleus accumbens and the anterior cingulate cortex.,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,4.0
1672,17259307,D'Ascenzo,2007,mGluR5 stimulates gliotransmission in the nucleus accumbens.,Proceedings of the National Academy of Sciences of the United States of America,4.0
2629,15056714,Zhang,2004,Cocaine-induced intracellular signaling and gene expression are oppositely regulated by the dopamine D1 and D3 receptors.,The Journal of neuroscience : the official journal of the Society for Neuroscience,4.0
3458,7946359,Hope,1994,Induction of a long-lasting AP-1 complex composed of altered Fos-like proteins in brain by chronic cocaine and other chronic treatments.,Neuron,4.0
2622,12880848,Maldjian,2003,An automated method for neuroanatomic and cytoarchitectonic atlas-based interrogation of fMRI data sets.,NeuroImage,4.0
1684,10235641,Smith,1999,"CART peptide-immunoreactive neurones in the nucleus accumbens in monkeys: ultrastructural analysis, colocalization studies, and synaptic interactions with dopaminergic afferents.",The Journal of comparative neurology,4.0
3460,26865020,Schultz,2016,Dopamine reward prediction-error signalling: a two-component response.,Nature reviews. Neuroscience,4.0
1694,1701338,Sesack,1991,"In the rat medial nucleus accumbens, hippocampal and catecholaminergic terminals converge on spiny neurons and are in apposition to each other.",Brain research,4.0
1741,22433294,Fischer-Smith,2012,Differential effects of cocaine access and withdrawal on glutamate type 1 transporter expression in rat nucleus accumbens core and shell.,Neuroscience,4.0
3904,18802445,Rogge,2008,"CART peptides: regulators of body weight, reward and other functions.",Nature reviews. Neuroscience,4.0
3902,20506412,Moffett,2011,"CART peptide inhibits locomotor activity induced by simultaneous stimulation of D1 and D2 receptors, but not by stimulation of individual dopamine receptors.","Synapse (New York, N.Y.)",4.0
1700,15301601,Gerdjikov,2004,Place preference induced by nucleus accumbens amphetamine is impaired by antagonists of ERK or p38 MAP kinases in rats.,Behavioral neuroscience,4.0
1708,22529926,Pitchers,2012,Natural reward experience alters AMPA and NMDA receptor distribution and function in the nucleus accumbens.,PloS one,4.0
2577,27993521,Werner,2018,Trafficking of calcium-permeable and calcium-impermeable AMPA receptors in nucleus accumbens medium spiny neurons co-cultured with prefrontal cortex neurons.,Neuropharmacology,4.0
3893,9676983,Spector,1998,Analytical issues in the evaluation of food deprivation and sucrose concentration effects on the microstructure of licking behavior in the rat.,Behavioral neuroscience,4.0
3491,26822352,Venniro,2017,Animal models of drug relapse and craving: From drug priming-induced reinstatement to incubation of craving after voluntary abstinence.,Progress in brain research,4.0
1727,22459871,Pava,2012,A review of the interactions between alcohol and the endocannabinoid system: implications for alcohol dependence and future directions for research.,"Alcohol (Fayetteville, N.Y.)",4.0
3497,15856078,Hollander,2005,Abstinence from cocaine self-administration heightens neural encoding of goal-directed behaviors in the accumbens.,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,4.0
2556,19630748,Reichel,2009,Forced abstinence model of relapse to study pharmacological treatments of substance use disorder.,Current drug abuse reviews,4.0
2032,26022265,Roberts-Wolfe,2016,Glutamate Transporter GLT-1 as a Therapeutic Target for Substance Use Disorders.,CNS & neurological disorders drug targets,4.0
2424,14735113,Turrigiano,2004,Homeostatic plasticity in the developing nervous system.,Nature reviews. Neuroscience,4.0
236,21996102,Banasr,2012,Cell atrophy and loss in depression: reversal by antidepressant treatment.,Current opinion in cell biology,4.0
1032,25234264,Strange,2014,Functional organization of the hippocampal longitudinal axis.,Nature reviews. Neuroscience,4.0
293,20026119,Segarra,2010,Estradiol: a key biological substrate mediating the response to cocaine in female rats.,Hormones and behavior,4.0
125,28275709,Hamel,2017,Caudal Nucleus Accumbens Core Is Critical in the Regulation of Cue-Elicited Approach-Avoidance Decisions.,eNeuro,4.0
126,26869075,Collins,2016,Dynamic mesolimbic dopamine signaling during action sequence learning and expectation violation.,Scientific reports,4.0
868,28957664,Taniguchi,2017,"HDAC5 and Its Target Gene, Npas4, Function in the Nucleus Accumbens to Regulate Cocaine-Conditioned Behaviors.",Neuron,4.0
1083,20672914,Henderson,2010,Deep brain stimulation of the nucleus accumbens reduces alcohol intake in alcohol-preferring rats.,Neurosurgical focus,4.0
127,26323245,Salamone,2016,Mesolimbic Dopamine and the Regulation of Motivated Behavior.,Current topics in behavioral neurosciences,4.0
130,24705184,Willuhn,2014,Excessive cocaine use results from decreased phasic dopamine signaling in the striatum.,Nature neuroscience,4.0
601,19411368,Pizzagalli,2009,Reduced caudate and nucleus accumbens response to rewards in unmedicated individuals with major depressive disorder.,The American journal of psychiatry,4.0
133,23933141,Chang,2014,Effects of nucleus accumbens core and shell lesions on autoshaped lever-pressing.,Behavioural brain research,4.0
286,26647972,Tobiansky,2018,Estradiol in the Preoptic Area Regulates the Dopaminergic Response to Cocaine in the Nucleus Accumbens.,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,4.0
140,21704115,Shiflett,2011,Molecular substrates of action control in cortico-striatal circuits.,Progress in neurobiology,4.0
862,30089879,Ribeiro,2018,Transcriptional and physiological adaptations in nucleus accumbens somatostatin interneurons that regulate behavioral responses to cocaine.,Nature communications,4.0
589,10436047,Ventura,1999,Three-dimensional relationships between hippocampal synapses and astrocytes.,The Journal of neuroscience : the official journal of the Society for Neuroscience,4.0
1078,22978651,Noori,2012,Neurocircuitry for modeling drug effects.,Addiction biology,4.0
1087,19463262,Knapp,2009,Deep brain stimulation of the nucleus accumbens reduces ethanol consumption in rats.,"Pharmacology, biochemistry, and behavior",4.0
1091,17878197,Kuhn,2007,Remission of alcohol dependency following deep brain stimulation of the nucleus accumbens: valuable therapeutic implications?,"Journal of neurology, neurosurgery, and psychiatry",4.0
1103,10774721,Berke,2000,"Addiction, dopamine, and the molecular mechanisms of memory.",Neuron,4.0
615,29024664,Venniro,2017,The Anterior Insular Cortex→Central Amygdala Glutamatergic Pathway Is Critical to Relapse after Contingency Management.,Neuron,4.0
4458,18565549,Koya,2009,Role of ventral medial prefrontal cortex in incubation of cocaine craving.,Neuropharmacology,4.0
